ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region
100454377,Green Acre Park,2001.0,RM 1 000 per month,Selangor - Kajang,Condominium,3.0,1.0,2.0,1012 sq.ft.,Partially Furnished,"Security, Swimming Pool, Gymnasium
100849218,Vista Impiana,2004.0,RM 1 000 per month,Selangor - Seri Kembangan,Condominium,3.0,1.0,2.0,820 sq.ft.,Fully Furnished,"Minimart, Playground, Parking
98531783,Ascotte Boulevard,2017.0,RM 1 000 per month,Selangor - Semenyih,Service Residence,3.0,2.0,2.0,1014 sq.ft.,Partially Furnished,"Parking, Security, Lift
100629938,Vista Lavender,2000.0,RM 1 000 per month,Selangor - Puchong,Apartment,3.0,1.0,2.0,850 sq.ft.,Partially Furnished,"Security, Minimart, Playground
100599603,Putra Intan Kondominium,2010.0,RM 1 000 per month,Selangor - Dengkil,Condominium,3.0,1.0,2.0,1050 sq.ft.,Not Furnished,"Parking, Security, Playground
100259701,Pelangi Indah,2003.0,RM 1 000 per month,Kuala Lumpur - Jalan Ipoh,Condominium,3,1.0,2.0,869 sq.ft.,Not Furnished,"Security, Minimart, Club house
100708567,Green Acre Park,2001.0,RM 1 000 per month,Selangor - Kajang,Condominium,3.0,1.0,2.0,1012 sq.ft.,Partially Furnished,"Parking, Barbeque area, Security
99934190,Residensi KepongMas,2020.0,RM 1 000 per month,Kuala Lumpur - Kepong,Apartment,3,2.0,2.0,800 sq.ft.,Not Furnished,"Parking, Security, Lift
100774381,Andari Townvilla,2006.0,RM 1 000 per month,Selangor - 369,Apartment,3.0,1.0,2.0,1133 sq.ft.,Not Furnished,"Parking, Playground, Security
100820527,Vistaria,2007.0,RM 1 000 per month,Selangor - Puchong,Apartment,3.0,1.0,2.0,810 sq.ft.,Fully Furnished,"Security, Parking, Lift
100650700,Kiara Plaza,2017.0,RM 1 000 per month,Selangor - Semenyih,Service Residence,3.0,1.0,2.0,893 sq.ft.,Partially Furnished,"Parking, Security, Barbeque area
100797627,Kiara Plaza,2017.0,RM 1 000 per month,Selangor - Semenyih,Service Residence,3.0,2.0,2.0,893 sq.ft.,Not Furnished,"Barbeque area, Parking, Swimming Pool
100296105,Majestic Maxim,2021.0,RM 1 000 per month,Kuala Lumpur - Cheras,Service Residence,3,1.0,2.0,819 sq.ft.,Partially Furnished,"Playground, Gymnasium, Jogging Track
100618578,Oakleaf Park,2000.0,RM 1 000 per month,Selangor - Ampang,Condominium,3.0,1.0,2.0,850 sq.ft.,Partially Furnished,"Playground, Gymnasium, Tennis Court
99717040,Palm Hill Residence,2020.0,RM 1 000 per month,Selangor - Kajang,Condominium,3.0,2.0,2.0,1095 sq.ft.,Partially Furnished,"Lift, Swimming Pool, Playground
99768513,Juta Mines,2005.0,RM 1 000 per month,Selangor - Seri Kembangan,Condominium,3.0,1.0,2.0,900 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Parking
100523344,Residensi Kajang Utama,2019.0,RM 1 000 per month,Selangor - Kajang,Apartment,3.0,2.0,2.0,1050 sq.ft.,Not Furnished,"Club house, Tennis Court, Squash Court
100522171,SD Apartments,1996.0,RM 1 000 per month,Selangor - Bandar Sri Damansara,Condominium,3.0,1.0,2.0,870 sq.ft.,Partially Furnished,"Playground, Barbeque area, Minimart
100735942,Sri Kayangan Apartment,2001.0,RM 1 000 per month,Selangor - Ampang,Apartment,3.0,1.0,2.0,830 sq.ft.,Partially Furnished,"Barbeque area, Parking, Playground
100678068,Residensi Kajang Utama,2019.0,RM 1 000 per month,Selangor - Kajang,Apartment,3.0,2.0,2.0,1050 sq.ft.,Not Furnished,"Club house, Tennis Court, Squash Court
99934333,Suria Kipark Damansara,2009.0,RM 1 000 per month,Kuala Lumpur - Kepong,Apartment,3,1.0,2.0,948 sq.ft.,Not Furnished,"Security, Swimming Pool, Playground
100518250,Lagoon Perdana,2021.0,RM 1 000 per month,Selangor - Petaling Jaya,Apartment,3.0,1.0,2.0,852 sq.ft.,Fully Furnished,"Security, Playground, Multipurpose hall
100725535,Cyberia SmartHomes,2002.0,RM 1 000 per month,Selangor - Cyberjaya,Condominium,3.0,1.0,2.0,1060 sq.ft.,Partially Furnished,"Security, Parking, Gymnasium
100605984,Vista Lavender,2000.0,RM 1 000 per month,Selangor - Puchong,Apartment,3.0,1.0,2.0,852 sq.ft.,Not Furnished,"Security, Lift, Playground
100854068,Amara Service Residences,2014.0,RM 1 000 per month,Selangor - Batu Caves,Service Residence,3.0,1.0,2.0,1012 sq.ft.,Not Furnished,"Sauna, Gymnasium, Minimart
100792519,Seri Intan Apartments @ Setia Alam,2015.0,RM 1 000 per month,Selangor - Setia Alam,Apartment,3.0,2.0,2.0,830 sq.ft.,Partially Furnished,"Minimart, Swimming Pool, Barbeque area
100505637,Mentari Court,2006.0,RM 1 000 per month,Selangor - Petaling Jaya,Apartment,3.0,1.0,2.0,800 sq.ft.,Not Furnished,"Parking, Security, Lift
100505487,Mentari Court,2006.0,RM 1 000 per month,Selangor - Petaling Jaya,Apartment,3.0,1.0,2.0,800 sq.ft.,Not Furnished,"Parking, Security, Lift
100853978,Residensi Kajang Utama,2019.0,RM 1 000 per month,Selangor - Kajang,Apartment,3.0,2.0,2.0,1050 sq.ft.,Not Furnished,"Club house, Tennis Court, Squash Court
100675732,Juta Mines,2005.0,RM 1 000 per month,Selangor - Seri Kembangan,Condominium,3.0,1.0,2.0,901 sq.ft.,Partially Furnished,"Parking, Tennis Court, Minimart
100501386,Kiara Plaza,2017.0,RM 1 000 per month,Selangor - Semenyih,Service Residence,3.0,2.0,2.0,900 sq.ft.,Partially Furnished,"Parking, Playground, Gymnasium
100462112,Vista Prima,2012.0,RM 1 000 per month,Selangor - Puchong,Condominium,3.0,1.0,2.0,971 sq.ft.,Not Furnished,"Parking, Swimming Pool, Gymnasium
100647473,Green Acre Park,2001.0,RM 1 000 per month,Selangor - Kajang,Condominium,3.0,1.0,2.0,1080 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Gymnasium
99669692,Residensi Zamrud @ Kajang,2019.0,RM 1 000 per month,Selangor - Kajang,Condominium,3.0,2.0,2.0,1023 sq.ft.,Partially Furnished,"Security, Playground, Gymnasium
100789527,Green Acre Park,2001.0,RM 1 000 per month,Selangor - Kajang,Condominium,3.0,2.0,2.0,1012 sq.ft.,Partially Furnished,"Swimming Pool, Tennis Court, Barbeque area
87041302,Emerald Residence @ Mahkota Cheras,2017.0,RM 1 000 per month,Selangor - Cheras,Condominium,3.0,2.0,2.0,1266 sq.ft.,Partially Furnished,"Parking, Security, Lift
99288348,Juta Mines,2005.0,RM 1 000 per month,Selangor - Seri Kembangan,Condominium,3.0,1.0,2.0,900 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Gymnasium
86239238,Emerald Residence @ Mahkota Cheras,2017.0,RM 1 000 per month,Selangor - Cheras,Condominium,3.0,2.0,2.0,1266 sq.ft.,Partially Furnished,"Parking, Security, Lift
99992293,Suria Kipark Damansara,2009.0,RM 1 000 per month,Kuala Lumpur - Kepong,Apartment,3,1.0,2.0,948 sq.ft.,Partially Furnished,"Minimart, Security, Swimming Pool
100504030,Green Acre Park,2001.0,RM 1 000 per month,Selangor - Kajang,Condominium,3.0,1.0,2.0,1012 sq.ft.,Partially Furnished,"Security, Minimart, Playground
100293104,Seasons Garden Residences @ Wangsa Maju,2017.0,RM 1 000 per month,Kuala Lumpur - Wangsa Maju,Apartment,4,2.0,2.0,850 sq.ft.,Partially Furnished,"Minimart, Playground, Swimming Pool
100854082,Greenview Residence,2006.0,RM 1 000 per month,Selangor - Kajang,Condominium,4.0,1.0,2.0,1366 sq.ft.,Not Furnished,"Minimart, Parking, Security
100854072,Greenview Residence,2006.0,RM 1 000 per month,Selangor - Kajang,Condominium,4.0,1.0,2.0,1366 sq.ft.,Not Furnished,"Swimming Pool, Gymnasium, Barbeque area
100649859,Greenview Residence,2006.0,RM 1 000 per month,Selangor - Kajang,Condominium,4.0,1.0,2.0,1366 sq.ft.,Partially Furnished,"Security, Playground, Swimming Pool
100658882,Suria Residence @ Bandar Mahkota Cheras,2015.0,RM 1 000 per month,Selangor - Cheras,Apartment,4.0,2.0,2.0,1366 sq.ft.,Partially Furnished,"Swimming Pool, Security, Parking
100832492,Greenview Residence,2006.0,RM 1 000 per month,Selangor - Kajang,Condominium,4.0,1.0,2.0,1366 sq.ft.,Not Furnished,"Parking, Security, Lift
99415717,Empire Damansara,2013.0,RM 1 050 per month,Selangor - Damansara Perdana,Service Residence,1.0,1.0,1.0,450 sq.ft.,Fully Furnished,"Parking, Lift, Security"
100401296,Edusphere,2021.0,RM 1 050 per month,Selangor - Cyberjaya,Service Residence,1.0,1.0,1.0,450 sq.ft.,Fully Furnished,"Security, Parking, Lift
98135124,Garden Plaza @ Garden Residence,2015.0,RM 1 050 per month,Selangor - Cyberjaya,Service Residence,1.0,1.0,1.0,450 sq.ft.,Fully Furnished,"Multipurpose hall, Swimming Pool, Gymnasium"
100815869,Empire Damansara,2013.0,RM 1 050 per month,Selangor - Damansara Perdana,Service Residence,1.0,1.0,1.0,363 sq.ft.,Fully Furnished,Parking,"Air-Cond, Cooking Allowed
100546324,Empire Damansara,2013.0,RM 1 050 per month,Selangor - Damansara Perdana,Service Residence,1.0,1.0,1.0,363 sq.ft.,Fully Furnished,Parking,"Air-Cond, Cooking Allowed
100726076,Trefoil,2015.0,RM 1 050 per month,Selangor - Setia Alam,Service Residence,1.0,1.0,1.0,486 sq.ft.,Partially Furnished,"Parking, Security, Lift
98804763,Evo SOHO Suites @ Bandar Baru Bangi,2016.0,RM 1 050 per month,Selangor - Bangi,Studio,1.0,1.0,1.0,454 sq.ft.,Fully Furnished,"Parking, Playground, Swimming Pool
100682409,Menara Geno,2015.0,RM 1 050 per month,Selangor - Subang Jaya,Apartment,1.0,1.0,1.0,500 sq.ft.,Partially Furnished,"Parking, Security, Lift
100546333,Ritze Perdana 2,2010.0,RM 1 050 per month,Selangor - Damansara Perdana,Condominium,1.0,1.0,1.0,400 sq.ft.,Fully Furnished,"Barbeque area, Swimming Pool, Squash Court
100236358,City of Green Condominium,2016.0,RM 1 050 per month,Selangor - Seri Kembangan,Studio,1.0,1.0,1.0,650 sq.ft.,Partially Furnished,"Jogging Track, Swimming Pool, Gymnasium
100545362,Trefoil,2015.0,RM 1 050 per month,Selangor - Setia Alam,Studio,1.0,1.0,1.0,485 sq.ft.,Partially Furnished,"Parking, Security, Lift
100454225,The Amber Residences,2022.0,RM 1 050 per month,Selangor - Kota Kemuning,Service Residence,1.0,1.0,1.0,350 sq.ft.,Fully Furnished,"Jogging Track, Barbeque area, Parking
74350774,Evo SOHO Suites @ Bandar Baru Bangi,2016.0,RM 1 050 per month,Selangor - Bangi,Service Residence,1.0,1.0,1.0,454 sq.ft.,Fully Furnished,"Playground, Security, Swimming Pool
100551900,Kita Impian,2023.0,RM 1 050 per month,Selangor - Dengkil,Condominium,2.0,2.0,1.0,590 sq.ft.,Not Furnished,"Swimming Pool, Barbeque area, Playground
100058175,Seri Jati Apartments @ Setia Alam,2014.0,RM 1 050 per month,Selangor - Setia Alam,Apartment,3.0,2.0,2.0,813 sq.ft.,Partially Furnished,"Parking, Security, Lift
100761564,Seri Mutiara Apartment @ Setia Alam,2015.0,RM 1 050 per month,Selangor - Setia Alam,Apartment,3.0,2.0,2.0,950 sq.ft.,Partially Furnished,"Parking, Security, Lift
99844619,Puncak Banyan,2007.0,RM 1 050 per month,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,810 sq.ft.,Fully Furnished,"Parking, Security, Minimart
100829092,Desa Temenggung,2003.0,RM 1 050 per month,Selangor - Batu Caves,Apartment,3.0,1.0,2.0,960 sq.ft.,Partially Furnished,"Parking, Minimart, Security
100533114,Kiara Plaza,2017.0,RM 1 050 per month,Selangor - Semenyih,Condominium,3.0,2.0,2.0,893 sq.ft.,Not Furnished,"Squash Court, Security, Club house
100473149,Sri Lavender Apartment,2007.0,RM 1 050 per month,Selangor - Kajang,Apartment,3.0,1.0,2.0,1044 sq.ft.,Partially Furnished,"Parking, Security, Minimart
100748178,Amara Service Residences,2014.0,RM 1 050 per month,Selangor - Batu Caves,Service Residence,3.0,1.0,2.0,1012 sq.ft.,Not Furnished,"Sauna, Gymnasium, Minimart
100602902,Aman Heights,2008.0,RM 1 050 per month,Selangor - Seri Kembangan,Condominium,3.0,2.0,2.0,1200 sq.ft.,Partially Furnished,"Gymnasium, Security, Parking
100542699,Evergreen Park,1997.0,RM 1 050 per month,Selangor - Cheras,Condominium,3.0,1.0,2.0,1152 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Jogging Track
100786383,Residensi Kajang Utama,2019.0,RM 1 050 per month,Selangor - Kajang,Apartment,3.0,2.0,2.0,1000 sq.ft.,Fully Furnished,"Barbeque area, Multipurpose hall, Playground
100840313,Juta Mines,2005.0,RM 1 050 per month,Selangor - Seri Kembangan,Condominium,3.0,1.0,2.0,901 sq.ft.,Fully Furnished,"Parking, Security, Tennis Court
100786997,Amara Service Residences,2014.0,RM 1 050 per month,Selangor - Batu Caves,Service Residence,3.0,1.0,2.0,1012 sq.ft.,Not Furnished,"Sauna, Gymnasium, Minimart
99279700,Amara Service Residences,2014.0,RM 1 050 per month,Selangor - Batu Caves,Service Residence,3.0,2.0,2.0,900 sq.ft.,Not Furnished,"Swimming Pool, Barbeque area, Sauna
100710374,Amara Service Residences,2014.0,RM 1 050 per month,Selangor - Batu Caves,Service Residence,3.0,1.0,2.0,1012 sq.ft.,Not Furnished,"Sauna, Gymnasium, Minimart
100593359,Vesta View Apartment @ Taman Putra Impian,2019.0,RM 1 050 per month,Selangor - Kajang,Apartment,3.0,2.0,3.0,1044 sq.ft.,Partially Furnished,"Minimart, Playground, Swimming Pool
100786370,Cyberia SmartHomes,2002.0,RM 1 050 per month,Selangor - Cyberjaya,Condominium,3.0,1.0,2.0,950 sq.ft.,Partially Furnished,"Playground, Parking, Swimming Pool
100768732,Amara Service Residences,2014.0,RM 1 050 per month,Selangor - Batu Caves,Service Residence,3.0,1.0,2.0,1012 sq.ft.,Not Furnished,"Sauna, Gymnasium, Minimart
100182112,Vista Pinggiran,2004.0,RM 1 050 per month,Selangor - Seri Kembangan,Apartment,3.0,1.0,1.0,815 sq.ft.,Partially Furnished,"Playground, Gymnasium, Minimart
100651406,Residensi Aman,2020.0,RM 1 050 per month,Selangor - Semenyih,Condominium,3.0,2.0,2.0,980 sq.ft.,Partially Furnished,"Parking, Security, Lift
100789221,Amara Service Residences,2014.0,RM 1 050 per month,Selangor - Batu Caves,Service Residence,3.0,1.0,2.0,1012 sq.ft.,Not Furnished,"Sauna, Gymnasium, Minimart
100727953,Sri Lavender Apartment,2007.0,RM 1 050 per month,Selangor - Kajang,Apartment,3.0,1.0,2.0,1048 sq.ft.,Fully Furnished,"Minimart, Playground, Security
100628291,Simfoni 1,2016.0,RM 1 050 per month,Selangor - Semenyih,Condominium,3.0,2.0,2.0,1000 sq.ft.,Partially Furnished,"Parking, Tennis Court, Lift
100636353,Ivory Residence,2015.0,RM 1 050 per month,Selangor - Kajang,Condominium,3.0,2.0,2.0,1255 sq.ft.,Partially Furnished,"Swimming Pool, Gymnasium, Playground
100722617,Kiara Plaza,2017.0,RM 1 050 per month,Selangor - Semenyih,Service Residence,3.0,2.0,2.0,893 sq.ft.,Not Furnished,"Playground, Barbeque area, Security
100808312,BSP 21,2018.0,RM 1 050 per month,Selangor - Bandar Saujana Putra,Service Residence,3.0,2.0,2.0,1048 sq.ft.,Partially Furnished,"Sauna, Tennis Court, Playground
100513001,Green Acre Park,2001.0,RM 1 098 per month,Selangor - Kajang,Condominium,3.0,1.0,2.0,1012 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Minimart
100652891,Edusphere,2021.0,RM 1 099 per month,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,500 sq.ft.,Fully Furnished,"Security, Parking, Lift
100717210,Vertex Tower @ CyberSquare,2022.0,RM 1 099 per month,Selangor - Cyberjaya,Service Residence,1.0,1.0,1.0,500 sq.ft.,Fully Furnished,"Parking, Security, Lift
100322123,Majestic Maxim,2021.0,RM 1 099 per month,Kuala Lumpur - Cheras,Service Residence,2,1.0,2.0,650 sq.ft.,Not Furnished,"Playground, Lift, Barbeque area
100310024,Majestic Maxim,2021.0,RM 1 099 per month,Kuala Lumpur - Cheras,Service Residence,2,1.0,2.0,650 sq.ft.,Partially Furnished,"Security, Swimming Pool, Parking
98174546,Bayu Tasik 1,1999.0,RM 1 099 per month,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,926 sq.ft.,Not Furnished,"Minimart, Playground, Barbeque area
100039984,Amara Service Residences,2014.0,RM 1 099 per month,Selangor - Batu Caves,Service Residence,3.0,2.0,2.0,1012 sq.ft.,Not Furnished,"Gymnasium, Sauna, Playground
100652521,D'Aman Residences,2013.0,RM 1 099 per month,Selangor - Puchong,Condominium,3.0,2.0,2.0,1076 sq.ft.,Partially Furnished,"Squash Court, Jogging Track, Multipurpose hall
100065979,Amara Service Residences,2014.0,RM 1 099 per month,Selangor - Batu Caves,Service Residence,3.0,2.0,2.0,1012 sq.ft.,Partially Furnished,"Gymnasium, Sauna, Security
100759124,D'Aman Residences,2013.0,RM 1 099 per month,Selangor - Puchong,Condominium,3.0,2.0,2.0,1076 sq.ft.,Partially Furnished,"Squash Court, Jogging Track, Multipurpose hall
100590495,D'Aman Residences,2013.0,RM 1 099 per month,Selangor - Puchong,Condominium,3.0,2.0,2.0,1076 sq.ft.,Partially Furnished,"Squash Court, Jogging Track, Multipurpose hall
99842463,Puncak Banyan,2007.0,RM 1 099 per month,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,820 sq.ft.,Partially Furnished,"Security, Parking, Swimming Pool
100637849,D'Aman Residences,2013.0,RM 1 099 per month,Selangor - Puchong,Condominium,3.0,2.0,2.0,1076 sq.ft.,Partially Furnished,"Squash Court, Jogging Track, Multipurpose hall
100559270,Bayu Puteri,2004.0,RM 1 099 per month,Selangor - Petaling Jaya,Apartment,3.0,1.0,2.0,845 sq.ft.,Partially Furnished,"Parking, Security, Lift
100537868,D'Aman Residences,2013.0,RM 1 099 per month,Selangor - Puchong,Condominium,3.0,2.0,2.0,1076 sq.ft.,Partially Furnished,"Squash Court, Jogging Track, Multipurpose hall
100526105,Casa Mila,1991.0,RM 1 099 per month,Selangor - Selayang,Condominium,3.0,1.0,2.0,1181 sq.ft.,Not Furnished,"Squash Court, Playground, Jogging Track
99222487,Amara Service Residences,2014.0,RM 1 099 per month,Selangor - Batu Caves,Service Residence,3.0,2.0,2.0,859 sq.ft.,Not Furnished,"Swimming Pool, Gymnasium, Barbeque area
100789576,7 Tree Seven Residence,2016.0,RM 1 099 per month,Selangor - Bandar Sungai Long,Condominium,4.0,1.0,2.0,1056 sq.ft.,Partially Furnished,"Playground, Jogging Track, Security
100715762,Trefoil,2015.0,RM 1 100 per month,Selangor - Setia Alam,Service Residence,1.0,1.0,1.0,485 sq.ft.,Partially Furnished,"Parking, Security, Lift
100788724,Centrus SoHo 1 @ Cyberjaya,2015.0,RM 1 100 per month,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Fully Furnished,"Gymnasium, Sauna, Barbeque area
100788756,Garden Plaza @ Garden Residence,2015.0,RM 1 100 per month,Selangor - Cyberjaya,Service Residence,1.0,1.0,1.0,500 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Multipurpose hall
100787150,Centrus SoHo 1 @ Cyberjaya,2015.0,RM 1 100 per month,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Fully Furnished,"Playground, Swimming Pool, Gymnasium
100819738,Boulevard 51,2018.0,RM 1 100 per month,Selangor - Petaling Jaya,Service Residence,1.0,1.0,1.0,605 sq.ft.,Not Furnished,"Lift, Parking, Security
100653565,Empire Damansara,2013.0,RM 1 100 per month,Selangor - Damansara Perdana,Studio,1.0,1.0,1.0,345 sq.ft.,Fully Furnished,"Parking, Security, Lift
100807300,Menara Geno,2015.0,RM 1 100 per month,Selangor - Subang Jaya,Apartment,1.0,1.0,1.0,550 sq.ft.,Partially Furnished,"Parking, Security, Lift
100803728,Mutiara Ville @ Cyberjaya,2013.0,RM 1 100 per month,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,500 sq.ft.,Fully Furnished,"Security, Playground, Minimart
66595469,Evo SOHO Suites @ Bandar Baru Bangi,2016.0,RM 1 100 per month,Selangor - Bangi,Service Residence,1.0,1.0,1.0,454 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Security
100468395,Silk Sky,2016.0,RM 1 100 per month,Selangor - Balakong,Service Residence,1.0,1.0,1.0,484 sq.ft.,Fully Furnished,"Parking, Security, Lift
97685290,Mutiara Ville @ Cyberjaya,2013.0,RM 1 100 per month,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,560 sq.ft.,Fully Furnished,"Minimart, Gymnasium, Jogging Track
100637724,Silk Sky,2016.0,RM 1 100 per month,Selangor - Balakong,Service Residence,1.0,1.0,1.0,484 sq.ft.,Fully Furnished,"Parking, Security, Lift
100635910,Vista Bangi,2021.0,RM 1 100 per month,Selangor - Kajang,Condominium,1.0,1.0,1.0,501 sq.ft.,Fully Furnished,"Swimming Pool, Squash Court, Security
100711517,D'Sara Sentral Serviced Residence,2018.0,RM 1 100 per month,Selangor - Sungai Buloh,Service Residence,1.0,1.0,1.0,504 sq.ft.,Partially Furnished,"Parking, Security, Lift
99894341,Solstice @ Pan'gaea,2016.0,RM 1 100 per month,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Fully Furnished,"Parking, Security, Lift
74779616,Centrus SoHo 1 @ Cyberjaya,2015.0,RM 1 100 per month,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,609 sq.ft.,Fully Furnished,"Swimming Pool, Security, Playground
98034601,Evo SOHO Suites @ Bandar Baru Bangi,2016.0,RM 1 100 per month,Selangor - Bangi,Studio,1.0,1.0,1.0,454 sq.ft.,Fully Furnished,"Security, Parking, Swimming Pool
100834617,Empire City,2015.0,RM 1 100 per month,Selangor - Damansara Perdana,Condominium,1.0,2.0,1.0,952 sq.ft.,Partially Furnished,"Security, Lift, Minimart"
100689588,Centrus SoHo 1 @ Cyberjaya,2015.0,RM 1 100 per month,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Fully Furnished,"Gymnasium, Sauna, Barbeque area
99896966,Solstice @ Pan'gaea,2016.0,RM 1 100 per month,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Fully Furnished,"Parking, Security, Lift
100768634,Kiara Plaza,2017.0,RM 1 100 per month,Selangor - Semenyih,Others,1.0,1.0,1.0,477 sq.ft.,Fully Furnished,"Parking, Jogging Track, Multipurpose hall
100767436,Garden Plaza @ Garden Residence,2015.0,RM 1 100 per month,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Multipurpose hall"
100765957,Galleria Equine Park,2016.0,RM 1 100 per month,Selangor - Seri Kembangan,Service Residence,1.0,1.0,1.0,450 sq.ft.,Fully Furnished,"Playground, Barbeque area, Swimming Pool
100765933,Eclipse Residence @ Pan'gaea,2018.0,RM 1 100 per month,Selangor - Cyberjaya,Service Residence,1.0,1.0,1.0,450 sq.ft.,Fully Furnished,"Parking, Security, Lift
100830573,Ridzuan Condominium,1999.0,RM 1 100 per month,Selangor - Bandar Sunway,Condominium,1.0,1.0,1.0,900 sq.ft.,Fully Furnished,"Squash Court, Minimart, Security
100615451,i-Soho @ i-City,2017.0,RM 1 100 per month,Selangor - Shah Alam,Studio,1.0,1.0,1.0,450 sq.ft.,Fully Furnished,"Parking, Gymnasium, Security
100069197,City of Green Condominium,2016.0,RM 1 100 per month,Selangor - Seri Kembangan,Studio,1.0,1.0,1.0,650 sq.ft.,Partially Furnished,"Jogging Track, Security, Swimming Pool
100608650,Vista Bangi,2021.0,RM 1 100 per month,Selangor - Kajang,Condominium,1.0,1.0,1.0,501 sq.ft.,Fully Furnished,"Swimming Pool, Squash Court, Security
100607248,Solstice @ Pan'gaea,2016.0,RM 1 100 per month,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Security
100678877,Solstice @ Pan'gaea,2016.0,RM 1 100 per month,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Fully Furnished,"Parking, Security, Lift
100604764,Vista Bangi,2021.0,RM 1 100 per month,Selangor - Kajang,Condominium,1.0,1.0,1.0,501 sq.ft.,Fully Furnished,"Swimming Pool, Squash Court, Security
100600686,Vista Alam Serviced Apartment,2014.0,RM 1 100 per month,Selangor - Shah Alam,Service Residence,1.0,1.0,1.0,660 sq.ft.,Partially Furnished,"Parking, Security, Minimart
100757787,Centrus SoHo 1 @ Cyberjaya,2015.0,RM 1 100 per month,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Fully Furnished,"Gymnasium, Sauna, Barbeque area
98374910,Vista Alam Serviced Apartment,2014.0,RM 1 100 per month,Selangor - Shah Alam,Service Residence,1.0,1.0,1.0,500 sq.ft.,Partially Furnished,"Jogging Track, Playground, Parking
99845322,Studio Fourteen,2012.0,RM 1 100 per month,Selangor - Shah Alam,Studio,1.0,1.0,1.0,450 sq.ft.,Partially Furnished,"Parking, Security, Lift
100749821,Ridzuan Condominium,1999.0,RM 1 100 per month,Selangor - Bandar Sunway,Condominium,1.0,1.0,1.0,505 sq.ft.,Fully Furnished,"Security, Playground, Squash Court
99344999,City of Green Condominium,2016.0,RM 1 100 per month,Selangor - Seri Kembangan,Service Residence,1.0,1.0,1.0,650 sq.ft.,Partially Furnished,"Security, Gymnasium, Swimming Pool
100743529,D'Sara Sentral Serviced Residence,2018.0,RM 1 100 per month,Selangor - Sungai Buloh,Service Residence,1.0,1.0,1.0,504 sq.ft.,Fully Furnished,"Parking, Security, Swimming Pool
100574066,Trefoil,2015.0,RM 1 100 per month,Selangor - Setia Alam,Service Residence,1.0,1.0,1.0,486 sq.ft.,Partially Furnished,"Parking, Security, Lift
98214408,Tiara Imperio @ Bangi,2019.0,RM 1 100 per month,Selangor - Kajang,Service Residence,1.0,1.0,1.0,466 sq.ft.,Fully Furnished,"Parking, Security, Lift
100743316,The Amber Residences,2022.0,RM 1 100 per month,Selangor - Kota Kemuning,Service Residence,1.0,2.0,1.0,560 sq.ft.,Partially Furnished,"Barbeque area, Playground, Jogging Track
100565947,Solstice @ Pan'gaea,2016.0,RM 1 100 per month,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Fully Furnished,"Parking, Security, Lift
100843489,Boulevard 51,2018.0,RM 1 100 per month,Selangor - Petaling Jaya,Service Residence,1.0,1.0,1.0,500 sq.ft.,Partially Furnished,"Parking, Security, Lift
100245924,Silk Sky,2016.0,RM 1 100 per month,Selangor - Balakong,Service Residence,1.0,1.0,1.0,500 sq.ft.,Fully Furnished,"Parking, Security, Lift
100741536,Ridzuan Condominium,1999.0,RM 1 100 per month,Selangor - Bandar Sunway,Condominium,1.0,1.0,1.0,520 sq.ft.,Fully Furnished,"Gymnasium, Playground, Security
100632136,Solstice @ Pan'gaea,2016.0,RM 1 100 per month,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Fully Furnished,"Parking, Security, Lift
99408023,Solstice @ Pan'gaea,2016.0,RM 1 100 per month,Selangor - Cyberjaya,Condominium,1.0,1.0,1.0,450 sq.ft.,Fully Furnished,"Parking, Security, Lift
