ads_id,prop_name,completion_year,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region
100020616,Ativo Suites @ Damansara Avenue,2021.0,RM 4 600 per month,Kuala Lumpur - Sri Damansara,Service Residence,5,3.0,3.0,1498 sq.ft.,Fully Furnished,"Gymnasium, Security, Minimart
100020113,M Centura,2021.0,RM 1 400 per month,Kuala Lumpur - Sentul,Condominium,3,2.0,2.0,850 sq.ft.,Fully Furnished,"Parking, Security, Lift
100019872,CitiZen,2019.0,RM 1 900 per month,Kuala Lumpur - Old Klang Road,Service Residence,2,1.0,2.0,725 sq.ft.,Fully Furnished,"Barbeque area, Swimming Pool, Jogging Track
100019712,Pinnacle (Sri Petaling),2016.0,RM 2 200 per month,Kuala Lumpur - Sri Petaling,Service Residence,3,2.0,3.0,918 sq.ft.,Partially Furnished,"Parking, Security, Swimming Pool
100019637,Bayu Tasik 2,1998.0,RM 1 500 per month,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,920 sq.ft.,Fully Furnished,"Parking, Security, Lift
100019278,The Hermington,2021.0,RM 1 800 per month,Kuala Lumpur - Kuchai Lama,Condominium,3,2.0,2.0,1100 sq.ft.,Partially Furnished,"Gymnasium, Multipurpose hall, Parking
99691993,M Vertica,2023.0,RM 2 500 per month,Kuala Lumpur - Cheras,Condominium,4,2.0,2.0,1000 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Jogging Track
100019362,Kiara East - DEX Suites,2016.0,RM 1 800 per month,Kuala Lumpur - KL City,Condominium,3,1.0,2.0,911 sq.ft.,Fully Furnished,"Playground, Multipurpose hall, Gymnasium
100019179,Ativo Suites @ Damansara Avenue,2021.0,RM 2 000 per month,Kuala Lumpur - Sri Damansara,Service Residence,1,1.0,1.0,499 sq.ft.,Fully Furnished,"Lift, Sauna, Club house
100019170,The Hipster @ Taman Desa,2022.0,RM 1 688 per month,Kuala Lumpur - Taman Desa,Condominium,3,2.0,2.0,958 sq.ft.,Partially Furnished,"Parking, Lift, Security
100018934,Riana Green East,2012.0,RM 3 500 per month,Kuala Lumpur - Wangsa Maju,Condominium,4,2.0,3.0,1647 sq.ft.,Fully Furnished,"Playground, Security, Swimming Pool
100018799,The Elements,2015.0,RM 2 100 per month,Kuala Lumpur - Ampang,Service Residence,2,1.0,2.0,960 sq.ft.,Fully Furnished,"Jogging Track, Multipurpose hall, Gymnasium
100018896,The Hipster @ Taman Desa,2022.0,RM 1 388 per month,Kuala Lumpur - Taman Desa,Condominium,3,2.0,2.0,958 sq.ft.,Partially Furnished,"Parking, Lift, Security
99971935,M Vertica,2023.0,RM 1 900 per month,Kuala Lumpur - Cheras,Condominium,3,2.0,2.0,850 sq.ft.,Partially Furnished,"Lift, Barbeque area, Tennis Court
100018671,Pangsapuri Melur (Sentul),2006.0,RM 1 500 per month,Kuala Lumpur - Sentul,Apartment,3,1.0,2.0,1100 sq.ft.,Partially Furnished,"Parking, Security, Lift"
100018440,The Era,2021.0,RM 1 450 per month,Kuala Lumpur - Segambut,Service Residence,1,1.0,1.0,350 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Gymnasium
100018433,The Era,2021.0,RM 2 200 per month,Kuala Lumpur - Segambut,Condominium,2,1.0,2.0,1020 sq.ft.,Partially Furnished,"Playground, Security, Parking
100018416,The Troika,2010.0,RM 10 300 per month,Kuala Lumpur - KLCC,Condominium,4,2.0,4.0,2600 sq.ft.,Fully Furnished,"Security, Swimming Pool, Sauna
100018179,Enesta,2021.0,RM 1 800 per month,Kuala Lumpur - Kepong,Condominium,4,2.0,2.0,1227 sq.ft.,Partially Furnished,"Parking, Security, Lift
99459657,The Havre @ Bukit Jalil,2020.0,RM 2 100 per month,Kuala Lumpur - Bukit Jalil,Condominium,3,2.0,2.0,1023 sq.ft.,Fully Furnished,"Minimart, Gymnasium, Parking
99935137,M Vertica,2023.0,RM 2 200 per month,Kuala Lumpur - Cheras,Condominium,3,2.0,2.0,850 sq.ft.,Fully Furnished,"Barbeque area, Security, Jogging Track
99493794,The Hipster @ Taman Desa,2022.0,RM 2 400 per month,Kuala Lumpur - Taman Desa,Condominium,3,2.0,2.0,900 sq.ft.,Fully Furnished,"Security, Gymnasium, Parking
100017051,Majestic Maxim,2021.0,RM 1 400 per month,Kuala Lumpur - Cheras,Service Residence,2,2.0,2.0,650 sq.ft.,Not Furnished,"Parking, Gymnasium, Jogging Track
98864768,Setia SKY Residences,2011.0,RM 4 000 per month,Kuala Lumpur - KLCC,Condominium,4,2.0,3.0,1200 sq.ft.,Fully Furnished,"Minimart, Barbeque area, Parking
100015917,Pangsapuri Cemara (Cheras),2002.0,RM 1 200 per month,Kuala Lumpur - Cheras,Apartment,3,1.0,2.0,750 sq.ft.,Partially Furnished,"Parking, Security, Minimart
100015945,Ascenda Residences @ SkyArena Setapak,2017.0,RM 2 600 per month,Kuala Lumpur - Setapak,Condominium,3,2.0,2.0,908 sq.ft.,Fully Furnished,"Security, Swimming Pool, Gymnasium
99932351,Villa Angsana,1999.0,RM 1 200 per month,Kuala Lumpur - Jalan Ipoh,Condominium,3,1.0,2.0,950 sq.ft.,Partially Furnished,"Minimart, Gymnasium, Tennis Court
96591968,Platinum Splendor Residensi Semarak,2020.0,RM 2 300 per month,Kuala Lumpur - Keramat,Condominium,4,2.0,2.0,1184 sq.ft.,Fully Furnished,"Parking, Security, Lift
99556897,Seasons Garden Residences @ Wangsa Maju,2017.0,RM 1 999 per month,Kuala Lumpur - Wangsa Maju,Apartment,4,1.0,2.0,850 sq.ft.,Fully Furnished,"Playground, Parking, Swimming Pool
99456473,Seasons Garden Residences @ Wangsa Maju,2017.0,RM 1 899 per month,Kuala Lumpur - Wangsa Maju,Apartment,3,1.0,2.0,770 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Parking
100015425,Laman Tasik,2002.0,RM 2 200 per month,Kuala Lumpur - Cheras,Condominium,4,2.0,3.0,1281 sq.ft.,Fully Furnished,"Minimart, Playground, Security
100015188,Desa View Towers Apartment,1993.0,RM 1 200 per month,Kuala Lumpur - Setapak,Apartment,3,1.0,2.0,890 sq.ft.,Partially Furnished,"Swimming Pool, Lift, Parking
100015233,M City,2016.0,RM 1 800 per month,Kuala Lumpur - KL City,Service Residence,1,1.0,1.0,800 sq.ft.,Fully Furnished,"Parking, Security, Lift
100014634,M Centura,2021.0,RM 1 300 per month,Kuala Lumpur - Sentul,Service Residence,3,2.0,2.0,850 sq.ft.,Fully Furnished,"Parking, Security, Lift
100013201,Platinum Splendor Residensi Semarak,2020.0,RM 1 800 per month,Kuala Lumpur - Keramat,Condominium,4,2.0,2.0,1064 sq.ft.,Fully Furnished,"Minimart, Swimming Pool, Playground
99765606,The Westside One,2013.0,RM 3 900 per month,Kuala Lumpur - Kepong,Condominium,3,2.0,2.0,1378 sq.ft.,Fully Furnished,"Swimming Pool, Barbeque area, Security
100012388,Regalia Residence,2012.0,RM 1 700 per month,Kuala Lumpur - Jalan Sultan Ismail,Service Residence,1,1.0,1.0,600 sq.ft.,Fully Furnished,"Playground, Squash Court, Swimming Pool
99646056,Desa Green,1997.0,RM 1 800 per month,Kuala Lumpur - Taman Desa,Service Residence,2,1.0,2.0,715 sq.ft.,Fully Furnished,"Parking, Playground, Security
100012230,3 Residen,2010.0,RM 2 400 per month,Kuala Lumpur - Taman Melawati,Condominium,3,1.0,3.0,1200 sq.ft.,Fully Furnished,"Security, Minimart, Playground
100012167,The Scott Garden,2011.0,RM 1 500 per month,Kuala Lumpur - Old Klang Road,Duplex,1,1.0,2.0,775 sq.ft.,Fully Furnished,"Parking, Security, Lift
99921889,Desa Green,1997.0,RM 1 350 per month,Kuala Lumpur - Taman Desa,Service Residence,1,1.0,1.0,578 sq.ft.,Partially Furnished,"Parking, Playground, Security
99974489,M Vertica,2023.0,RM 2 200 per month,Kuala Lumpur - Cheras,Condominium,4,2.0,2.0,1000 sq.ft.,Partially Furnished,"Security, Tennis Court, Jogging Track
100011884,The Reach @ Titiwangsa,2017.0,RM 2 200 per month,Kuala Lumpur - Setapak,Condominium,4,2.0,3.0,1500 sq.ft.,Partially Furnished,"Swimming Pool, Squash Court, Security
100010761,Residensi KepongMas,2020.0,RM 1 200 per month,Kuala Lumpur - Kepong,Apartment,3,2.0,2.0,875 sq.ft.,Not Furnished,"Parking, Security, Lift
100010554,Residensi KepongMas,2020.0,RM 1 200 per month,Kuala Lumpur - Kepong,Apartment,3,2.0,2.0,875 sq.ft.,Not Furnished,"Parking, Security, Lift
100010391,One Maxim,2020.0,RM 1 600 per month,Kuala Lumpur - Sentul,Service Residence,3,1.0,2.0,850 sq.ft.,Partially Furnished,"Gymnasium, Sauna, Swimming Pool
99604313,Ascenda Residences @ SkyArena Setapak,2017.0,RM 1 400 per month,Kuala Lumpur - Setapak,Condominium,3,2.0,2.0,908 sq.ft.,Partially Furnished,"Security, Swimming Pool, Jogging Track
100009414,Sering Akasia,2009.0,RM 1 600 per month,Kuala Lumpur - Cheras,Condominium,4,2.0,3.0,1546 sq.ft.,Partially Furnished,"Parking, Security, Minimart
100009122,KL Traders Square Residences,2019.0,RM 2 700 per month,Kuala Lumpur - Gombak,Service Residence,3,2.0,2.0,924 sq.ft.,Fully Furnished,"Parking, Security, Lift
100009240,Sunway Vivaldi,2011.0,RM 8 500 per month,Kuala Lumpur - Sri Hartamas,Condominium,4,3.0,3.0,2570 sq.ft.,Fully Furnished,"Swimming Pool, Tennis Court, Security
99938023,The Mark,2015.0,RM 1 400 per month,Kuala Lumpur - Cheras,Service Residence,1,2.0,1.0,620 sq.ft.,Fully Furnished,"Jogging Track, Parking, Security
98405212,Solaris Dutamas,2009.0,RM 1 600 per month,Kuala Lumpur - Mont Kiara,Service Residence,1,1.0,1.0,450 sq.ft.,Fully Furnished,"Jogging Track, Parking, Squash Court
98506409,Solaris Dutamas Designer Suites,2009.0,RM 3 000 per month,Kuala Lumpur - Mont Kiara,Condominium,2,1.0,2.0,1145 sq.ft.,Fully Furnished,"Security, Parking, Lift
100009033,Residence 8,2013.0,RM 1 200 per month,Kuala Lumpur - Old Klang Road,Condominium,1,1.0,1.0,350 sq.ft.,Fully Furnished,"Swimming Pool, Multipurpose hall, Gymnasium
100008831,Eco Sky,2018.0,RM 2 300 per month,Kuala Lumpur - Jalan Ipoh,Service Residence,3,2.0,2.0,1227 sq.ft.,Partially Furnished,"Lift, Security, Parking
100008447,Mizumi Residences,2020.0,RM 1 700 per month,Kuala Lumpur - Kepong,Service Residence,4,2.0,2.0,932 sq.ft.,Partially Furnished,"Security, Squash Court, Club house
98920226,Linq Sky @ Klcc,2022.0,RM 2 000 per month,Kuala Lumpur - Keramat,Service Residence,1,1.0,1.0,601 sq.ft.,Fully Furnished,"Playground, Barbeque area, Security
100008174,Majestic Maxim,2021.0,RM 1 500 per month,Kuala Lumpur - Cheras,Service Residence,3,1.0,2.0,819 sq.ft.,Partially Furnished,"Lift, Parking, Barbeque area
99588265,Ascenda Residences @ SkyArena Setapak,2017.0,RM 1 500 per month,Kuala Lumpur - Setapak,Condominium,3,1.0,2.0,908 sq.ft.,Partially Furnished,"Parking, Barbeque area, Swimming Pool
100007802,Changkat View Condominium,2009.0,RM 1 800 per month,Kuala Lumpur - Solaris Dutamas,Condominium,3,1.0,2.0,1100 sq.ft.,Fully Furnished,"Parking, Minimart, Jogging Track
99934854,The Annex @ Medan Connaught,2019.0,RM 1 100 per month,Kuala Lumpur - Cheras,Service Residence,2,9.0,1.0,595 sq.ft.,Partially Furnished,"Gymnasium, Security, Swimming Pool
100007336,NOVUM,2019.0,RM 4 888 per month,Kuala Lumpur - Bangsar South,Service Residence,3,2.0,3.0,1375 sq.ft.,Fully Furnished,"Multipurpose hall, Parking, Gymnasium
100007622,M Centura,2021.0,RM 1 850 per month,Kuala Lumpur - Sentul,Service Residence,3,1.0,2.0,850 sq.ft.,Partially Furnished,"Parking, Security, Lift
100007615,Perumahan Penjawat Awam 1 Malaysia (PPA1M) Bukit Jalil,2018.0,RM 1 300 per month,Kuala Lumpur - Bukit Jalil,Apartment,4,1.0,2.0,1400 sq.ft.,Not Furnished,"Jogging Track, Security, Parking
100007228,M Vertica,2023.0,RM 2 400 per month,Kuala Lumpur - Cheras,Condominium,3,2.0,2.0,850 sq.ft.,Fully Furnished,"Lift, Security, Playground
100007315,"J.Dupion, Cheras",2018.0,RM 1 700 per month,Kuala Lumpur - Cheras,Condominium,1,1.0,2.0,800 sq.ft.,Partially Furnished,"Parking, Security
99933609,Angkasa Condominiums,2005.0,RM 1 600 per month,Kuala Lumpur - Cheras,Condominium,3,2.0,2.0,922 sq.ft.,Not Furnished,"Parking, Minimart, Playground
100007030,D'Alamanda,2014.0,RM 1 400 per month,Kuala Lumpur - Cheras,Condominium,2,1.0,2.0,916 sq.ft.,Not Furnished,"Minimart, Swimming Pool, Barbeque area
100006921,Greenpark,1999.0,RM 1 400 per month,Kuala Lumpur - Old Klang Road,Condominium,3,1.0,2.0,1280 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Tennis Court
100007008,Pinnacle PJ,2016.0,RM 1 900 per month,Kuala Lumpur - Sri Petaling,Service Residence,3,2.0,3.0,918 sq.ft.,Partially Furnished,"Club house, Gymnasium, Jogging Track
100006973,M Vertica,2023.0,RM 3 200 per month,Kuala Lumpur - Cheras,Service Residence,4,2.0,2.0,1000 sq.ft.,Fully Furnished,"Tennis Court, Swimming Pool, Jogging Track
100006953,Enesta,2021.0,RM 1 800 per month,Kuala Lumpur - Kepong,Service Residence,4,2.0,2.0,1227 sq.ft.,Partially Furnished,"Parking, Security, Lift
100007135,The Hipster @ Taman Desa,2022.0,RM 1 800 per month,Kuala Lumpur - Taman Desa,Condominium,3,2.0,2.0,1100 sq.ft.,Fully Furnished,"Swimming Pool, Parking, Security
100007071,Sky Awani 2 Residence,2020.0,RM 1 500 per month,Kuala Lumpur - Sentul,Condominium,3,1.0,2.0,800 sq.ft.,Partially Furnished,"Playground, Swimming Pool, Gymnasium
99524388,NOVUM,2019.0,RM 4 888 per month,Kuala Lumpur - Bangsar South,Service Residence,3,2.0,3.0,1376 sq.ft.,Fully Furnished,"Multipurpose hall, Parking, Gymnasium
100006698,Parc 3,2021.0,RM 2 200 per month,Kuala Lumpur - Cheras,Condominium,2,1.0,2.0,699 sq.ft.,Fully Furnished,"Barbeque area, Jogging Track, Gymnasium
100006340,Lido Residency,2016.0,RM 2 100 per month,Kuala Lumpur - Cheras,Condominium,2,1.0,2.0,969 sq.ft.,Fully Furnished,"Security, Gymnasium, Barbeque area
100006159,Enesta,2021.0,RM 1 550 per month,Kuala Lumpur - Kepong,Service Residence,3,1.0,2.0,980 sq.ft.,Not Furnished,"Parking, Security, Lift
100005945,The Hipster @ Taman Desa,2022.0,RM 2 400 per month,Kuala Lumpur - Taman Desa,Condominium,3,2.0,2.0,1003 sq.ft.,Fully Furnished,"Minimart, Playground, Swimming Pool
100006143,Majestic Maxim,2021.0,RM 1 300 per month,Kuala Lumpur - Cheras,Service Residence,2,1.0,2.0,650 sq.ft.,Partially Furnished,"Jogging Track, Lift, Parking
100006137,M Vertica,2023.0,RM 2 200 per month,Kuala Lumpur - Cheras,Condominium,3,2.0,2.0,850 sq.ft.,Fully Furnished,"Tennis Court, Swimming Pool, Lift
100005903,Endah Regal,1995.0,RM 1 400 per month,Kuala Lumpur - Sri Petaling,Condominium,3,1.0,2.0,1140 sq.ft.,Fully Furnished,"Gymnasium, Barbeque area, Sauna
100005872,The Hermington,2021.0,RM 1 700 per month,Kuala Lumpur - Kuchai Lama,Condominium,3,2.0,2.0,1100 sq.ft.,Partially Furnished,"Security, Playground, Jogging Track
100006124,The Havre @ Bukit Jalil,2020.0,RM 2 300 per month,Kuala Lumpur - Bukit Jalil,Condominium,4,2.0,3.0,1200 sq.ft.,Fully Furnished,"Swimming Pool, Gymnasium, Sauna
100005705,Residency V,2017.0,RM 1 900 per month,Kuala Lumpur - Old Klang Road,Service Residence,2,1.0,2.0,645 sq.ft.,Fully Furnished,"Security, Playground, Barbeque area
99574069,Unio Residence,2021.0,RM 2 600 per month,Kuala Lumpur - Kepong,Apartment,2,2.0,2.0,866 sq.ft.,Fully Furnished,"Tennis Court, Lift, Minimart
100005503,Kiara East - DEX Suites,2016.0,RM 1 650 per month,Kuala Lumpur - KL City,Condominium,3,1.0,2.0,921 sq.ft.,Fully Furnished,"Playground, Parking, Gymnasium
99673261,Residensi Rampai,2016.0,RM 1 600 per month,Kuala Lumpur - Setapak,Condominium,3,2.0,2.0,1050 sq.ft.,Not Furnished,"Swimming Pool, Security, Barbeque area
100005696,G Residence @ Desa Pandan,2015.0,RM 2 600 per month,Kuala Lumpur - Desa Pandan,Service Residence,2,1.0,2.0,1087 sq.ft.,Fully Furnished,"Swimming Pool, Multipurpose hall, Security
100005422,Sentrio Suites,2017.0,RM 2 500 per month,Kuala Lumpur - Desa Pandan,Service Residence,3,1.0,2.0,1211 sq.ft.,Fully Furnished,"Parking, Security, Lift
99573494,Unio Residence,2021.0,RM 1 800 per month,Kuala Lumpur - Kepong,Service Residence,2,2.0,2.0,866 sq.ft.,Partially Furnished,"Gymnasium, Tennis Court, Security
99546123,Royal Regent (Sri Putramas 3),2013.0,RM 2 000 per month,Kuala Lumpur - Jalan Kuching,Condominium,3,1.0,2.0,1100 sq.ft.,Fully Furnished,"Minimart, Sauna, Playground
98104051,Lido Residency,2016.0,RM 1 700 per month,Kuala Lumpur - Cheras,Condominium,2,1.0,2.0,962 sq.ft.,Partially Furnished,"Swimming Pool, Parking, Playground
99692209,The Goodwood Residence,2023.0,RM 4 800 per month,Kuala Lumpur - Bangsar South,Service Residence,4,2.0,3.0,1184 sq.ft.,Fully Furnished,"Gymnasium, Jogging Track, Multipurpose hall
99606887,M Vertica,2023.0,RM 1 800 per month,Kuala Lumpur - Cheras,Condominium,4,2.0,2.0,1000 sq.ft.,Partially Furnished,"Security, Swimming Pool, Barbeque area
100004966,The Hipster @ Taman Desa,2022.0,RM 1 650 per month,Kuala Lumpur - Taman Desa,Condominium,3,2.0,2.0,958 sq.ft.,Partially Furnished,"Minimart, Playground, Swimming Pool
100005136,Secoya Residences,2019.0,RM 4 000 per month,Kuala Lumpur - Pantai,Condominium,3,2.0,3.0,1360 sq.ft.,Fully Furnished,"Parking, Security, Lift
100004706,Royal Domain Sri Putramas 2,2007.0,RM 1 700 per month,Kuala Lumpur - Jalan Kuching,Condominium,3,2.0,2.0,1125 sq.ft.,Partially Furnished,"Tennis Court, Jogging Track, Sauna
99946522,M Vertica,2023.0,RM 1 800 per month,Kuala Lumpur - Cheras,Condominium,3,2.0,2.0,850 sq.ft.,Partially Furnished,"Parking, Security, Lift
100003561,Maxim Residences,2017.0,RM 1 400 per month,Kuala Lumpur - Cheras,Service Residence,3,2.0,2.0,1050 sq.ft.,Partially Furnished,"Security, Gymnasium, Parking
100003504,The Binjai,2009.0,RM 16 000 per month,Kuala Lumpur - KLCC,Condominium,4,2.0,4.0,3218 sq.ft.,Fully Furnished,"Multipurpose hall, Tennis Court, Swimming Pool
100003503,Majestic Maxim,2021.0,RM 1 700 per month,Kuala Lumpur - Cheras,Service Residence,3,1.0,2.0,819 sq.ft.,Partially Furnished,"Barbeque area, Playground, Swimming Pool
99589819,Sentul Village Mercury Service Apartment,2017.0,RM 1 300 per month,Kuala Lumpur - Sentul,Service Residence,3,1.0,2.0,948 sq.ft.,Not Furnished,"Gymnasium, Parking, Security
97601597,Anggun Puri,2008.0,RM 1 500 per month,Kuala Lumpur - Solaris Dutamas,Condominium,3,1.0,2.0,861 sq.ft.,Fully Furnished,"Swimming Pool, Jogging Track, Parking
100002739,Enesta,2021.0,RM 1 800 per month,Kuala Lumpur - Kepong,Service Residence,3,1.0,2.0,978 sq.ft.,Partially Furnished,"Parking, Security, Lift
100002728,KL Traders Square Residences,2019.0,RM 2 700 per month,Kuala Lumpur - Gombak,Service Residence,3,2.0,2.0,924 sq.ft.,Fully Furnished,"Parking, Gymnasium, Multipurpose hall
98401722,Sentul Point Suite Apartment,2020.0,RM 1 450 per month,Kuala Lumpur - Sentul,Apartment,3,1.0,2.0,850 sq.ft.,Not Furnished,"Squash Court, Security, Minimart
100002839,KL Traders Square Residences,2019.0,RM 2 300 per month,Kuala Lumpur - Gombak,Service Residence,4,1.0,2.0,940 sq.ft.,Fully Furnished,"Parking, Security, Lift
100002421,Ativo Suites @ Damansara Avenue,2021.0,RM 4 500 per month,Kuala Lumpur - Sri Damansara,Service Residence,4,1.0,3.0,1498 sq.ft.,Fully Furnished,"Gymnasium, Squash Court, Sauna
100002438,Brem Park 1,1980.0,RM 1 500 per month,Kuala Lumpur - Old Klang Road,Condominium,3,1.0,2.0,1040 sq.ft.,Fully Furnished,"Parking, Minimart, Swimming Pool
99763245,Majestic Maxim,2021.0,RM 1 300 per month,Kuala Lumpur - Cheras,Service Residence,2,1.0,2.0,650 sq.ft.,Partially Furnished,"Security, Barbeque area, Gymnasium
99828103,Midfields 2,2017.0,RM 1 600 per month,Kuala Lumpur - Sungai Besi,Condominium,3,2.0,2.0,1045 sq.ft.,Fully Furnished,"Playground, Barbeque area, Parking
100002057,Casa Idaman,2010.0,RM 1 600 per month,Kuala Lumpur - Jalan Ipoh,Condominium,3,2.0,2.0,1062 sq.ft.,Fully Furnished,"Parking, Security, Lift
100002276,One Maxim,2020.0,RM 1 600 per month,Kuala Lumpur - Sentul,Service Residence,3,1.0,2.0,819 sq.ft.,Fully Furnished,"Parking, Security, Gymnasium
98978700,Lido Residency,2016.0,RM 1 500 per month,Kuala Lumpur - Cheras,Condominium,2,1.0,2.0,962 sq.ft.,Partially Furnished,"Playground, Barbeque area, Multipurpose hall
100001734,The Goodwood Residence,2023.0,RM 4 800 per month,Kuala Lumpur - Bangsar South,Service Residence,4,2.0,3.0,1184 sq.ft.,Fully Furnished,"Swimming Pool, Jogging Track, Gymnasium
100001968,Brem Park 1,1980.0,RM 1 600 per month,Kuala Lumpur - Old Klang Road,Condominium,3,1.0,2.0,1040 sq.ft.,Fully Furnished,"Parking, Minimart, Swimming Pool
100001682,Unio Residence,2021.0,RM 2 100 per month,Kuala Lumpur - Kepong,Apartment,2,1.0,2.0,866 sq.ft.,Fully Furnished,"Parking, Swimming Pool, Multipurpose hall
100001805,Seasons Garden Residences @ Wangsa Maju,2017.0,RM 1 900 per month,Kuala Lumpur - Wangsa Maju,Apartment,3,1.0,2.0,850 sq.ft.,Fully Furnished,"Playground, Parking, Swimming Pool
100001636,Arte Plus Jalan Ampang,2018.0,RM 1 700 per month,Kuala Lumpur - Ampang,Service Residence,2,1.0,1.0,660 sq.ft.,Fully Furnished,"Playground, Gymnasium, Parking
100001385,The Binjai,2009.0,RM 15 000 per month,Kuala Lumpur - KLCC,Condominium,4,2.0,4.0,3218 sq.ft.,Fully Furnished,"Parking, Security, Lift
100001622,Sri Putramas,2004.0,RM 1 500 per month,Kuala Lumpur - Jalan Kuching,Condominium,3,1.0,2.0,1100 sq.ft.,Partially Furnished,"Minimart, Gymnasium, Barbeque area
99899121,One Maxim,2020.0,RM 1 300 per month,Kuala Lumpur - Sentul,Service Residence,2,1.0,2.0,650 sq.ft.,Partially Furnished,"Jogging Track, Barbeque area, Multipurpose hall
99921661,One Maxim,2020.0,RM 1 600 per month,Kuala Lumpur - Sentul,Service Residence,3,1.0,2.0,819 sq.ft.,Fully Furnished,"Parking, Security, Barbeque area
100000721,Melur Apartment (Sentul),2006.0,RM 1 700 per month,Kuala Lumpur - Sentul,Apartment,3,1.0,2.0,1016 sq.ft.,Partially Furnished,"Security, Parking, Minimart
100000771,Residensi KepongMas,2020.0,RM 1 200 per month,Kuala Lumpur - Kepong,Apartment,3,2.0,2.0,800 sq.ft.,Not Furnished,"Parking, Playground, Lift
97570629,Platinum Splendor Residensi Semarak,2020.0,RM 1 800 per month,Kuala Lumpur - Keramat,Condominium,4,2.0,2.0,1184 sq.ft.,Partially Furnished,"Parking, Security, Lift
100000951,The Vyne,2017.0,RM 1 800 per month,Kuala Lumpur - Sungai Besi,Condominium,2,1.0,2.0,855 sq.ft.,Fully Furnished,"Minimart, Playground, Parking
96591520,Platinum Splendor Residensi Semarak,2020.0,RM 1 400 per month,Kuala Lumpur - Keramat,Condominium,3,2.0,2.0,926 sq.ft.,Not Furnished,"Parking, Security, Lift
100000480,M Vertica,2023.0,RM 2 500 per month,Kuala Lumpur - Cheras,Condominium,3,2.0,2.0,850 sq.ft.,Fully Furnished,"Playground, Security, Lift
100000052,"SkyAwani 3 Residence, Setapak",2021.0,RM 1 799 per month,Kuala Lumpur - Setapak,Condominium,3,1.0,2.0,850 sq.ft.,Partially Furnished,"Lift, Barbeque area
100000115,Ketumbar Heights,2010.0,RM 900 per month,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,755 sq.ft.,Partially Furnished,"Parking, Security, Lift
100000095,Ascenda Residences @ SkyArena Setapak,2017.0,RM 1 350 per month,Kuala Lumpur - Setapak,Condominium,3,2.0,2.0,908 sq.ft.,Partially Furnished,"Gymnasium, Barbeque area, Security
99999947,Arena Green,2000.0,RM 1 300 per month,Kuala Lumpur - Bukit Jalil,Apartment,3,1.0,2.0,870 sq.ft.,Partially Furnished,"Minimart, Playground, Parking
99852000,Arena Green,2000.0,RM 1 000 per month,Kuala Lumpur - Bukit Jalil,Apartment,3,1.0,2.0,870 sq.ft.,Partially Furnished,"Minimart, Playground, Parking
98921815,Danau Idaman,2000.0,RM 1 400 per month,Kuala Lumpur - Taman Desa,Condominium,3,1.0,2.0,938 sq.ft.,Partially Furnished,"Parking, Playground, Tennis Court
99999565,Majestic Maxim,2021.0,RM 1 300 per month,Kuala Lumpur - Cheras,Service Residence,2,1.0,2.0,650 sq.ft.,Partially Furnished,"Parking, Swimming Pool, Gymnasium
98921859,Arena Green,2000.0,RM 950 per month,Kuala Lumpur - Bukit Jalil,Apartment,2,1.0,1.0,726 sq.ft.,Not Furnished,"Minimart, Playground, Parking
99999545,Miharja Condominium,1994.0,RM 1 500 per month,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,956 sq.ft.,Partially Furnished,"Parking, Minimart, Playground
99693394,M Centura,2021.0,RM 1 500 per month,Kuala Lumpur - Sentul,Service Residence,3,1.0,2.0,890 sq.ft.,Partially Furnished,"Parking, Security, Lift
99488889,The Mark,2015.0,RM 1 600 per month,Kuala Lumpur - Cheras,Condominium,1,1.0,1.0,618 sq.ft.,Fully Furnished,"Playground, Gymnasium, Jogging Track
99999158,Suasana Lumayan,2015.0,RM 1 850 per month,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,1142 sq.ft.,Fully Furnished,"Security, Minimart, Playground
98418596,CitiZen,2019.0,RM 2 000 per month,Kuala Lumpur - Old Klang Road,Service Residence,3,2.0,2.0,883 sq.ft.,Fully Furnished,"Security, Gymnasium, Sauna
99553430,M Vertica,2023.0,RM 1 700 per month,Kuala Lumpur - Cheras,Condominium,3,2.0,2.0,850 sq.ft.,Partially Furnished,"Parking, Security, Lift
99998364,Arte Plus Jalan Ampang,2018.0,RM 2 300 per month,Kuala Lumpur - Ampang,Service Residence,2,1.0,2.0,747 sq.ft.,Fully Furnished,"Parking, Gymnasium, Jogging Track
99755925,Nidoz Residences,2019.0,RM 2 600 per month,Kuala Lumpur - Desa Petaling,Condominium,4,2.0,2.0,1219 sq.ft.,Fully Furnished,"Playground, Security, Swimming Pool
99631147,Arte Plus Jalan Ampang,2018.0,RM 2 300 per month,Kuala Lumpur - Ampang,Service Residence,2,1.0,2.0,747 sq.ft.,Fully Furnished,"Playground, Gymnasium, Jogging Track
